FID,OBJECTID,arcid,grid_code,from_node,to_node,Shape_Leng,local,downarc,SELEV,EELEV,MAXGRID,uparc,dz,slope,meanmsq,segorder,chanclass,hyddepth,hydwidth,effwidth,effdepth,MIN_SOILDE,segdepth,CHIN,Chin_Use,COHO,Coho_Use,STHD,Sthd_Use,PINK,Pink_Use,LMB,WAC173201A
527,528,528,547,544,547,225,47,568,274.927002,272.1130066,46,-1,2.8141,0.0125071,517500,1,7,0.5,0.05,0.1,1.99541,2.159058809,2.10043,0,0,0,0,0,0,0,0,0,2
528,529,529,548,545,547,512.1320344,19,568,273.9809875,272.1130066,15311,527,1.8684,0.0036483,344700000,27,12,4.5,0.05,0.35,2.1068001,2.265222073,2.21769,0,0,0,0,0,0,0,0,0,2
529,530,530,554,549,548,150,0,562,778.507019,774.1259766,936,532,4.3811002,0.0292073,21060000,5,10,3,0.05,0.25,1.63986,1.726163983,1.72616,0,0,0,0,0,0,0,0,0,3
530,531,531,520,522,549,1218.198052,71,530,1195.170044,778.507019,45,-1,416.6600037,0.34203,787500,1,13,0.5,0.1,0.2,1.10227,1.160281181,1.16028,0,0,0,0,0,0,0,0,0,3
531,532,532,539,536,549,1686.396103,103,530,870.5819702,778.507019,702,517,92.0746002,0.0545984,16942500,4,9,2,0.05,0.2,1.25099,1.316829681,1.31683,0,0,0,0,0,0,0,0,0,3
532,533,533,555,550,551,225,50,534,122.6159973,113.2770004,49,-1,9.3389997,0.0415067,562500,1,7,0.5,0.05,0.1,1.82464,1.928413987,1.92067,0,0,0,0,0,0,0,0,0,2
533,534,534,549,551,541,362.1320344,3,524,113.2770004,110.1460037,3184,554,3.131,0.008646,71662496,16,12,4.5,0.05,0.35,1.83199,1.928413987,1.9284101,1,3,1,2,1,3,1,1,0,2
534,535,535,545,552,537,1086.396103,64,518,128.2420044,128.2420044,41557,549,0,0.00001,935753024,49,6,4.5,0.03,0.21,2.5178199,2.671732903,2.6503301,0,0,0,0,0,0,0,0,1,2
535,536,536,556,553,552,975,56,535,128.2420044,128.2420044,41,-1,0,0.00001,630000,1,1,0.5,0.03,0.06,2.22805,2.580374241,2.34532,0,0,0,0,0,0,0,0,0,2
536,537,537,526,554,527,1978.858223,80,521,984.90802,141.5220032,43,-1,843.3859863,0.426198,900000,1,13,0.5,0.1,0.2,1.17365,1.248504758,1.23542,0,0,0,0,0,0,0,0,0,2
537,538,538,534,555,530,1024.264069,44,511,732.3889771,702.7319946,212,571,29.6573009,0.0289547,5265000,2,8,1,0.05,0.15,1.47513,1.59672749,1.55277,0,0,0,0,0,0,0,0,0,2
538,539,539,538,556,534,1386.396103,98,515,358.42099,342.7229919,6512,561,15.6983995,0.0113232,147622000,15,12,4.5,0.05,0.35,1.6905,1.779469848,1.77947,0,0,0,0,0,0,0,0,0,2
539,540,540,503,504,556,2884.188309,133,539,1201.050049,358.42099,2,-1,842.6339722,0.292156,1485000,1,14,1,0.1,0.3,1.11647,1.191860795,1.17523,0,0,0,0,0,0,0,0,0,3
540,541,541,559,557,549,318.1980515,64,530,827.7680054,778.507019,36,-1,49.2611008,0.154813,720000,1,13,0.5,0.1,0.2,1.32214,1.391726971,1.39173,0,0,0,0,0,0,0,0,0,3
541,542,542,542,539,559,724.2640687,60,546,132.9259949,129.2189941,11518,521,3.7065001,0.0051176,259830000,26,12,4.5,0.05,0.35,2.2453401,2.363515615,2.3635199,0,0,0,0,0,0,0,0,1,2
542,543,543,533,560,529,1461.396103,88,510,805.34198,336.5130005,22,-1,468.82901,0.320809,990000,1,13,0.5,0.1,0.2,1.2130899,1.276936769,1.27694,0,0,0,0,0,0,0,0,0,3
543,544,544,522,524,561,1598.528137,137,575,1010.179993,960.5430298,979,506,49.6348,0.0310503,23557500,6,10,3,0.05,0.25,1.31891,1.388325095,1.38833,0,0,0,0,0,0,0,0,0,3
544,545,545,541,538,562,1011.396103,79,550,166.2599945,128.5460052,45,-1,37.713501,0.0372886,877500,1,7,0.5,0.05,0.1,1.60388,1.732649803,1.6883,0,0,0,0,0,0,0,0,0,2
545,546,546,563,559,562,212.1320344,1,550,129.2189941,128.5460052,11690,542,0.673,0.0031725,263024992,27,12,4.5,0.05,0.35,2.27583,2.395609379,2.3956101,0,0,0,0,0,0,0,0,1,2
546,547,547,564,563,555,468.1980515,67,538,843.0100098,732.3889771,3,-1,110.6210022,0.23627,742500,1,13,0.5,0.1,0.2,1.1556799,1.216503382,1.2165,0,0,0,0,0,0,0,0,0,2
547,548,548,569,566,561,918.1980515,68,575,1489.459961,960.5430298,13,-1,528.9119873,0.576032,765000,1,13,0.5,0.1,0.2,0.943508,0.993166208,0.993166,0,0,0,0,0,0,0,0,0,3
548,549,549,562,567,552,636.3961031,69,535,128.2420044,128.2420044,41417,565,0,0.00001,932646976,48,6,4.5,0.03,0.21,2.5162001,2.668123722,2.6486299,0,0,0,0,0,0,0,0,1,2
549,550,550,570,562,567,2912.132034,91,549,128.5460052,128.2420044,11769,546,0.3046,0.0001046,265815008,28,6,4.5,0.03,0.21,2.18577,2.4729352,2.3008101,0,0,0,0,0,0,0,0,1,2
550,551,551,558,568,548,737.1320344,64,562,929.1890259,774.1259766,46,-1,155.0630035,0.210359,720000,1,13,0.5,0.1,0.2,1.16215,1.22331214,1.22331,0,0,0,0,0,0,0,0,0,3
551,552,552,540,569,536,1686.396103,90,532,1017.900024,870.5819702,237,553,147.3130035,0.0873539,6345000,2,8,1,0.05,0.15,1.37177,1.445378423,1.44397,0,0,0,0,0,0,0,0,0,3
552,553,553,572,565,569,1518.198052,106,552,1240.130005,1017.900024,36,-1,222.2299957,0.146377,1192500,1,14,1,0.1,0.3,1.21254,1.276358962,1.27636,0,0,0,0,0,0,0,0,0,3
553,554,554,560,570,551,724.2640687,55,534,125.7929993,113.2770004,3093,581,12.5155001,0.0172803,70200000,15,12,4.5,0.05,0.35,1.7611901,1.853888988,1.8538899,1,3,1,2,1,3,1,1,0,2
554,555,555,571,564,571,980.3300859,77,556,591.039978,372.4809875,69,-1,218.5579987,0.222944,855000,1,13,0.5,0.1,0.2,1.33367,1.403863192,1.40386,0,0,0,0,0,0,0,0,0,2
555,556,556,574,571,572,600,11,585,372.4809875,349.6789856,157,567,22.8027992,0.0380047,3645000,2,8,1,0.05,0.15,1.9086699,2.009124041,2.00912,0,0,0,0,0,0,0,0,0,2
556,557,557,550,546,572,980.3300859,140,585,504.1489868,349.6789856,1,-1,154.470993,0.15757,1575000,1,14,1,0.1,0.3,1.40877,1.482917786,1.4829201,0,0,0,0,0,0,0,0,0,2
557,558,558,527,528,573,2485.660172,166,577,667.6439819,292.0409851,59,-1,375.6029968,0.151108,1867500,1,14,1,0.1,0.3,1.33439,1.404622793,1.4046201,0,0,0,0,0,0,0,0,0,2
558,559,559,546,543,573,1099.264069,126,577,391.9219971,292.0409851,69,-1,99.8808975,0.0908616,1417500,1,8,1,0.05,0.15,1.56405,1.646364689,1.64636,0,0,0,0,0,0,0,0,0,2
559,560,560,499,574,501,3959.92424,289,489,972.7189941,305.4859924,1,-1,667.2329712,0.168496,3240000,1,14,1,0.1,0.3,1.10939,1.167777181,1.16778,0,0,0,0,0,0,0,0,0,3
560,561,561,567,575,556,1598.528137,150,539,398.6459961,358.42099,5809,593,40.2248993,0.0251637,132390000,14,12,4.5,0.05,0.35,1.66298,1.750502467,1.7505,0,0,0,0,0,0,0,0,0,2
561,562,562,553,548,575,2860.660172,188,561,774.1259766,398.6459961,1000,530,375.480011,0.131256,24615000,6,16,3,0.1,0.5,1.25846,1.324695826,1.3247,0,0,0,0,0,0,0,0,0,3
562,563,563,561,558,576,2123.528137,148,564,251.9250031,176.7680054,48,-1,75.156601,0.0353923,1665000,1,8,1,0.05,0.15,1.8010499,1.895843744,1.89584,0,0,0,0,0,0,0,0,0,2
563,564,564,536,576,533,2348.528137,62,514,176.7680054,128.2420044,308,563,48.526001,0.0206623,7627500,2,8,1,0.05,0.15,1.83011,1.926431417,1.92643,0,0,0,0,0,0,0,0,0,2
564,565,565,573,577,567,874.2640687,35,549,128.2420044,128.2420044,29520,570,0,0.00001,664582976,47,6,4.5,0.03,0.21,2.35484,2.51047492,2.47878,0,0,0,0,0,0,0,0,1,2
565,566,566,557,578,559,2128.858223,111,546,942.7930298,129.2189941,8,-1,813.5739746,0.382164,1237500,1,14,1,0.1,0.3,1.10814,1.166459322,1.16646,0,0,0,0,0,0,0,0,0,2
566,567,567,580,579,571,737.1320344,81,556,480.4979858,372.4809875,76,-1,108.0169983,0.146537,900000,1,13,0.5,0.1,0.2,1.41439,1.488835931,1.48884,0,0,0,0,0,0,0,0,0,2
567,568,568,551,547,580,1024.264069,66,578,272.1130066,268.0559998,15377,529,4.0572,0.0039611,346724992,28,12,4.5,0.05,0.35,2.00144,2.106774569,2.10677,0,0,0,0,0,0,0,0,0,2
568,569,569,544,581,541,2785.660172,183,524,268.098999,110.1460037,37,-1,157.9530029,0.056702,2047500,1,8,1,0.05,0.15,1.7219599,1.812584996,1.81258,0,0,0,0,0,0,0,0,0,2
569,570,570,587,582,577,212.1320344,21,565,128.2420044,128.2420044,29432,665,0,0.00001,662444992,46,6,4.5,0.03,0.21,2.54354,2.677414656,2.6774099,0,0,0,0,0,0,0,0,1,2
570,571,571,565,583,555,1523.528137,146,538,968.4509888,732.3889771,4,-1,236.0619965,0.154944,1642500,1,14,1,0.1,0.3,1.1177,1.176528573,1.17653,0,0,0,0,0,0,0,0,0,2
571,572,572,584,584,576,742.4621202,82,564,236.0780029,176.7680054,33,-1,59.3101006,0.079883,922500,1,7,0.5,0.05,0.1,1.81585,1.951617241,1.91142,0,0,0,0,0,0,0,0,0,2
572,573,573,582,585,580,768.1980515,82,578,377.8919983,268.0559998,1,-1,109.836998,0.14298,922500,1,13,0.5,0.1,0.2,1.35827,1.429762125,1.42976,0,0,0,0,0,0,0,0,0,2
573,574,574,521,523,586,3266.726189,208,623,1442.400024,865.5239868,5,-1,576.8790283,0.176592,2340000,1,14,1,0.1,0.3,1.10868,1.179889917,1.16703,0,0,0,0,0,0,0,0,0,3
574,575,575,568,561,586,2172.792206,209,623,960.5430298,865.5239868,1185,544,95.018898,0.0437312,29002500,7,10,3,0.05,0.25,1.19674,1.259731412,1.25973,0,0,0,0,0,0,0,0,0,3
575,576,576,586,587,577,675,86,565,128.2420044,128.2420044,44,-1,0,0.00001,967500,1,1,0.5,0.03,0.06,2.4054799,2.591555595,2.5320899,0,0,0,0,0,0,0,0,0,2
576,577,577,576,573,588,936.3961031,21,582,292.0409851,265.769989,291,558,26.2716999,0.0280562,6772500,2,8,1,0.05,0.15,1.81234,1.907731056,1.90773,0,0,0,0,0,0,0,0,0,2
577,578,578,581,580,588,1024.264069,60,582,268.0559998,265.769989,15525,568,2.2860999,0.0022319,349987008,29,12,4.5,0.05,0.35,1.81234,1.907731056,1.90773,0,0,0,0,0,0,0,0,0,2
578,579,579,566,589,556,1997.056275,148,539,896.0819702,358.42099,277,606,537.6610107,0.269227,7897500,2,14,1,0.1,0.3,1.15949,1.282130003,1.22052,0,0,0,0,0,0,0,0,0,3
579,580,580,577,590,569,1466.726189,132,552,1199.920044,1017.900024,3,-1,182.026001,0.124104,1485000,1,14,1,0.1,0.3,1.14182,1.201912165,1.20191,0,0,0,0,0,0,0,0,0,3
580,581,581,579,591,570,1298.528137,109,554,146.9320068,125.7929993,2849,594,21.1399002,0.0162799,65317500,14,12,4.5,0.05,0.35,1.8644,1.995299339,1.96252,1,3,1,2,1,3,0,0,0,2
581,582,582,590,588,592,574.2640687,22,586,265.769989,262.1929932,15898,578,3.5764,0.0062278,357952992,30,12,4.5,0.05,0.35,1.69488,1.784080267,1.78408,0,0,0,0,0,0,0,0,0,2
582,583,583,594,593,591,225,58,581,183.5269928,146.9320068,20,-1,36.5951004,0.162645,652500,1,13,0.5,0.1,0.2,1.6956199,1.784858465,1.78486,0,0,0,0,0,0,0,0,0,2
583,584,584,530,594,526,3222.792206,163,508,129.447998,128.2420044,262,591,1.2063,0.0003743,7717500,3,2,1,0.03,0.09,2.1430099,2.316615582,2.2558,0,0,0,0,0,0,0,0,0,2
584,585,585,575,572,595,1660.660172,68,592,349.6789856,258.8940125,308,556,90.7844009,0.0546677,7695000,3,8,1,0.05,0.15,1.64018,2.041201591,1.7265,0,0,0,0,0,0,0,0,0,2
585,586,586,593,592,595,512.1320344,6,592,262.1929932,258.8940125,16167,582,3.2988999,0.0064415,363824992,31,12,4.5,0.05,0.35,1.81374,1.909198642,1.9092,0,0,0,0,0,0,0,0,0,2
586,587,587,578,596,570,1766.726189,132,554,366.5220032,125.7929993,3,-1,240.7299957,0.136257,1485000,1,14,1,0.1,0.3,1.53775,1.618679762,1.61868,0,0,0,0,0,0,0,0,0,2
587,588,588,585,597,576,1399.264069,79,564,359.1629944,176.7680054,44,-1,182.3950043,0.130351,877500,1,13,0.5,0.1,0.2,1.61185,1.69668746,1.69669,0,0,0,0,0,0,0,0,0,2
588,589,589,591,599,589,1678.858223,72,579,1252.040039,896.0819702,7,-1,355.9599915,0.212025,810000,1,13,0.5,0.1,0.2,1.17927,1.247789383,1.24134,0,0,0,0,0,0,0,0,0,3
589,590,590,598,601,594,468.1980515,48,584,134.5910034,129.447998,1,-1,5.1427999,0.0109842,540000,1,7,0.5,0.05,0.1,2.08799,2.197880745,2.19788,0,0,0,0,0,0,0,0,0,2
590,591,591,599,602,594,362.1320344,7,584,131.4920044,129.447998,204,607,2.0438001,0.0056438,4657500,2,8,1,0.05,0.15,2.2918999,2.412521839,2.4125199,0,0,0,0,0,0,0,0,0,2
591,592,592,596,595,603,362.1320344,9,599,258.8940125,258.8940125,16550,586,0,0.00001,372464992,32,6,4.5,0.03,0.21,2.11655,2.227947235,2.2279501,0,0,0,0,0,0,0,0,0,2
592,593,593,583,604,575,1898.528137,204,561,445.4330139,398.6459961,4415,614,46.7869987,0.0246438,101632000,13,12,4.5,0.05,0.35,1.3889,1.462005258,1.46201,0,0,0,0,0,0,0,0,0,3
593,594,594,595,605,591,998.5281374,66,581,162.8059998,146.9320068,2714,597,15.8732004,0.0158966,61807500,13,12,4.5,0.05,0.35,1.94839,2.067905188,2.05093,1,3,1,2,1,3,0,0,0,2
594,595,595,604,607,602,530.3300859,84,591,140.5650024,131.4920044,12,-1,9.0725002,0.0171073,945000,1,7,0.5,0.05,0.1,1.92377,2.025024414,2.0250199,0,0,0,0,0,0,0,0,0,2
595,596,596,603,608,603,525,73,599,268.368988,258.8940125,42,-1,9.4749002,0.0180474,810000,1,7,0.5,0.05,0.1,1.80838,1.903557301,1.90356,0,0,0,0,0,0,0,0,0,2
596,597,597,610,610,605,424.2640687,47,594,169.6880035,162.8059998,2552,629,6.8824,0.016222,57937500,12,12,4.5,0.05,0.35,1.9367599,2.067905188,2.0387001,1,3,1,3,1,3,0,0,0,2
597,598,598,606,606,610,2449.264069,236,597,273.5220032,169.6880035,37,-1,103.8339996,0.0423938,2655000,1,8,1,0.05,0.15,1.79307,2.024033308,1.88744,0,0,1,3,1,1,0,0,0,2
598,599,599,602,603,612,874.2640687,23,603,258.8940125,256.9490051,16632,592,1.9450999,0.0022248,374467008,33,12,4.5,0.05,0.35,2.0086401,2.114356995,2.1143601,0,0,0,0,0,0,0,0,0,2
599,600,600,552,614,545,4294.11255,462,529,448.2279968,273.9809875,2789,604,174.246994,0.0405782,67950000,11,12,4.5,0.05,0.35,1.64134,1.727725625,1.72773,0,0,0,0,0,0,0,0,0,3
600,601,601,615,613,614,1637.132034,70,600,1029.52002,448.2279968,37,-1,581.2869873,0.355065,787500,1,13,0.5,0.1,0.2,1.09535,1.153003216,1.153,0,0,0,0,0,0,0,0,0,3
601,602,602,600,598,616,1673.528137,113,612,312.25,256.9490051,49,-1,55.3013,0.0330447,1260000,1,8,1,0.05,0.15,1.57228,1.655032516,1.65503,0,0,0,0,0,0,0,0,0,2
602,603,603,613,612,616,424.2640687,49,612,256.9490051,256.9490051,16725,599,0,0.00001,376852992,34,6,4.5,0.03,0.21,2.0086401,2.114356995,2.1143601,0,0,0,0,0,0,0,0,0,2
603,604,604,619,617,614,150,0,600,452.4849854,448.2279968,2718,613,4.2564998,0.0283767,61155000,10,12,4.5,0.05,0.35,1.68808,1.77693069,1.77693,0,0,0,0,0,0,0,0,0,3
604,605,605,614,619,612,949.2640687,69,603,343.1910095,256.9490051,12,-1,86.2422028,0.0908516,765000,1,7,0.5,0.05,0.1,1.60088,1.685141802,1.68514,0,0,0,0,0,0,0,0,0,2
605,606,606,592,620,589,2816.726189,205,579,1276.810059,896.0819702,43,-1,380.7260132,0.135166,2295000,1,14,1,0.1,0.3,1.17302,1.234755635,1.23476,0,0,0,0,0,0,0,0,0,3
606,607,607,605,621,602,1704.594155,121,591,153.076004,131.4920044,30,-1,21.5844002,0.0126625,1350000,1,8,1,0.05,0.15,1.88157,2.016254425,1.9806,0,0,0,0,0,0,0,0,0,2
607,608,608,617,615,622,530.3300859,57,610,318.2409973,253.451004,47,-1,64.7891998,0.122168,630000,1,13,0.5,0.1,0.2,1.72034,1.810886979,1.81089,0,0,0,0,0,0,0,0,0,2
608,609,609,612,611,622,799.2640687,54,610,338.5390015,253.451004,45,-1,85.0873032,0.106457,607500,1,13,0.5,0.1,0.2,1.71653,1.823723793,1.80688,0,0,0,0,0,0,0,0,0,2
609,610,610,623,622,624,150,6,616,253.451004,250.0299988,110,608,3.4210999,0.0228073,2542500,2,8,1,0.05,0.15,1.9852901,2.089782953,2.0897801,0,0,0,0,0,0,0,0,0,2
610,611,611,626,625,624,150,0,616,251.9790039,250.0299988,17381,612,1.9488,0.012992,391072992,36,12,4.5,0.05,0.35,2.00107,2.106385708,2.10639,0,0,0,0,0,0,0,0,0,2
611,612,612,618,616,625,936.3961031,30,611,256.9490051,251.9790039,16886,603,4.9699998,0.0053076,380272992,35,12,4.5,0.05,0.35,1.98909,2.093780994,2.09378,0,0,0,0,0,0,0,0,0,2
612,613,613,622,626,617,574.2640687,49,604,478.2179871,452.4849854,2576,625,25.7332993,0.0448109,58500000,9,12,4.5,0.05,0.35,1.6525,1.739472628,1.73947,0,0,0,0,0,0,0,0,0,3
613,614,614,608,627,604,1722.792206,186,593,459.7850037,445.4330139,3943,617,14.3521996,0.0083308,90810000,12,12,4.5,0.05,0.35,1.51156,1.592180133,1.59112,0,0,0,0,0,0,0,0,0,3
614,615,615,620,618,629,2061.396103,98,643,496.1650085,249.8540039,45,-1,246.3119965,0.119488,1102500,1,14,1,0.1,0.3,1.52753,1.762442112,1.6079201,0,0,0,0,0,0,0,0,0,2
615,616,616,625,624,629,150,0,643,250.0299988,249.8540039,17498,611,0.1766,0.0011773,393704992,37,6,4.5,0.03,0.21,2.04652,2.154228449,2.1542301,0,0,0,0,0,0,0,0,0,2
616,617,617,628,633,627,1474.264069,142,614,473.5480042,459.7850037,3476,622,13.7624998,0.0093352,79807504,11,12,4.5,0.05,0.35,1.69032,1.779282808,1.7792799,0,0,0,0,0,0,0,0,0,3
617,618,618,588,634,582,3372.792206,266,570,134.5449982,128.2420044,9544,644,6.3032999,0.0018689,217732000,33,6,4.5,0.03,0.21,2.2989099,2.419902325,2.4198999,0,0,0,0,0,0,0,0,1,2
618,619,619,611,609,635,1487.132034,67,631,664.8309937,246.5599976,45,-1,418.2709961,0.28126,742500,1,13,0.5,0.1,0.2,1.2135,1.277365804,1.27737,0,0,0,0,0,0,0,0,0,2
619,620,620,624,623,635,861.3961031,99,631,376.322998,246.5599976,36,-1,129.7630005,0.150642,1102500,1,14,1,0.1,0.3,1.59023,1.7981112,1.67393,0,0,0,0,0,0,0,0,0,2
620,621,621,621,636,617,1885.660172,93,604,940.6959839,452.4849854,47,-1,488.2109985,0.258907,1035000,1,14,1,0.1,0.3,1.17958,1.241662979,1.24166,0,0,0,0,0,0,0,0,0,3
621,622,622,637,638,633,812.1320344,82,617,495.7210083,473.5480042,3272,627,22.1737003,0.0273031,74542496,10,12,4.5,0.05,0.35,1.73007,1.821122527,1.82112,0,0,0,0,0,0,0,0,0,3
622,623,623,589,586,639,4894.11255,467,627,865.5239868,525.065979,1601,575,340.4580078,0.0695648,41265000,8,12,4.5,0.05,0.35,1.31023,1.379185081,1.37919,0,0,0,0,0,0,0,0,0,3
623,624,624,609,640,605,2253.122292,117,594,575.289978,162.8059998,46,-1,412.4840088,0.183072,1305000,1,14,1,0.1,0.3,1.47998,1.557873964,1.55787,0,0,0,0,0,0,0,0,0,2
624,625,625,632,641,626,724.2640687,60,613,514.6790161,478.2179871,2415,658,36.460701,0.0503417,55012500,8,12,4.5,0.05,0.35,1.60453,1.688981295,1.68898,0,0,0,0,0,0,0,0,0,3
625,626,626,633,630,641,1342.46212,75,625,1027.51001,514.6790161,27,-1,512.8289795,0.382006,832500,1,13,0.5,0.1,0.2,1.09043,1.147824287,1.14782,0,0,0,0,0,0,0,0,0,3
626,627,627,641,639,638,1324.264069,176,622,525.065979,495.7210083,2983,623,29.3449001,0.0221594,69097504,9,12,4.5,0.05,0.35,1.69245,1.781522393,1.78152,0,0,0,0,0,0,0,0,0,3
627,628,628,601,600,642,4425.914498,446,638,1573.160034,932.7999878,6,-1,640.3619995,0.144685,5017500,1,14,1,0.1,0.3,0.987617,1.039596915,1.0396,0,0,0,0,0,0,0,0,0,3
628,629,629,616,643,610,1748.528137,134,597,199.3130035,169.6880035,2180,635,29.6250992,0.0169429,50557500,11,12,4.5,0.05,0.35,1.7595,1.955910683,1.85211,1,3,1,2,1,3,0,0,0,2
629,630,630,635,631,645,587.1320344,81,649,319.5490112,200.2610016,40,-1,119.288002,0.20317,900000,1,13,0.5,0.1,0.2,1.55127,1.6546731,1.63291,0,0,0,0,0,0,0,0,0,2
630,631,631,638,635,645,962.1320344,101,649,246.5599976,200.2610016,165,620,46.2991982,0.0481215,4837500,2,8,1,0.05,0.15,1.70821,1.7981112,1.79811,0,0,0,0,0,0,0,0,0,2
631,632,632,639,637,646,830.3300859,104,633,1295.839966,1197.670044,49,-1,98.1729965,0.118234,1170000,1,14,1,0.1,0.3,1.25332,1.389168024,1.31928,0,0,0,0,0,0,0,0,0,3
632,633,633,607,646,604,3171.320344,146,593,1197.670044,445.4330139,149,632,752.2369995,0.2372,4995000,2,14,1,0.1,0.3,1.0608701,1.321647048,1.1167099,0,0,0,0,0,0,0,0,0,3
633,634,634,650,647,646,225,46,633,1248.040039,1197.670044,0,-1,50.3720016,0.223876,517500,1,13,0.5,0.1,0.2,1.16461,1.225906014,1.2259099,0,0,0,0,0,0,0,0,0,3
634,635,635,653,648,643,212.1320344,7,629,199.3130035,199.3130035,2092,639,0,0.00001,47137500,10,6,4.5,0.03,0.21,1.86062,2.029303312,1.95855,1,3,1,3,1,3,0,0,0,2
635,636,636,642,649,634,874.2640687,18,618,142.723999,134.5449982,198,653,8.1784,0.0093546,4657500,2,8,1,0.05,0.15,2.0494299,2.157299042,2.1573,0,0,0,0,0,0,0,0,0,2
636,637,637,645,650,639,936.3961031,43,627,666.8430176,525.065979,876,638,141.7769928,0.151407,20182500,3,16,3,0.1,0.5,1.30454,1.373195767,1.3732001,0,0,0,0,0,0,0,0,0,3
637,638,638,646,642,650,2674.264069,184,637,932.7999878,666.8430176,517,628,265.9570007,0.0994506,13702500,2,9,2,0.05,0.2,1.22156,1.285851479,1.28585,0,0,0,0,0,0,0,0,0,3
638,639,639,654,651,648,1262.132034,55,635,231.4989929,199.3130035,1477,651,32.1862984,0.0255015,33840000,9,11,4,0.05,0.3,1.84469,1.94178009,1.94178,1,3,1,2,1,3,0,0,0,2
639,640,640,647,644,651,375,53,639,267.0350037,231.4989929,33,-1,35.5354996,0.0947613,585000,1,7,0.5,0.05,0.1,1.79791,1.94178009,1.89254,0,0,0,0,0,0,0,0,0,2
640,641,641,655,652,649,468.1980515,53,636,167.3710022,142.723999,4,-1,24.6476994,0.0526437,585000,1,7,0.5,0.05,0.1,1.83372,1.930235267,1.93024,0,0,0,0,0,0,0,0,0,2
641,642,642,636,632,653,1254.594155,71,650,455.9249878,249.3379974,0,-1,206.5870056,0.164665,787500,1,13,0.5,0.1,0.2,1.46666,1.5794034,1.5438499,0,0,0,0,0,0,0,0,0,2
642,643,643,630,629,653,1086.396103,93,650,249.8540039,249.3379974,17596,616,0.5162,0.0004751,396944992,38,6,4.5,0.03,0.21,1.52711,1.607485533,1.6074899,0,0,0,0,0,0,0,0,0,2
643,644,644,643,655,634,874.2640687,52,618,135.8130035,134.5449982,9282,664,1.2678,0.0014501,209430000,32,6,4.5,0.03,0.21,2.31322,2.434971333,2.4349699,0,0,0,0,0,0,0,0,0,2
644,645,645,652,657,643,1404.594155,84,629,447.5119934,199.3130035,46,-1,248.1990051,0.176705,945000,1,13,0.5,0.1,0.2,1.51355,1.593207002,1.59321,0,0,1,1,0,0,0,0,0,2
645,646,646,662,658,655,768.1980515,94,644,141.0440063,135.8130035,37,-1,5.2307,0.0068091,1057500,1,8,1,0.05,0.15,2.2489901,2.412740469,2.3673501,0,0,0,0,0,0,0,0,0,2
646,647,647,663,656,659,225,46,665,172.0590057,168.2279968,45,-1,3.8316,0.0170293,517500,1,7,0.5,0.05,0.1,2.0053999,2.110943079,2.11094,0,0,0,0,0,0,0,0,0,2
647,648,648,666,660,659,150,0,665,170.0420074,168.2279968,19039,655,1.8142,0.0120947,428377984,44,12,4.5,0.05,0.35,2.1186399,2.230146885,2.23015,0,0,0,0,0,0,0,0,0,2
648,649,649,648,645,660,786.3961031,6,648,200.2610016,170.0420074,347,631,30.2192993,0.0384276,7875000,3,8,1,0.05,0.15,1.97894,2.121932983,2.0830901,0,0,0,0,0,0,0,0,0,2
649,650,650,659,653,661,574.2640687,24,678,249.3379974,239.3690033,17760,643,9.9680996,0.017358,399870016,39,12,4.5,0.05,0.35,1.52711,1.607485533,1.6074899,0,0,0,0,0,0,0,0,0,2
650,651,651,657,663,651,936.3961031,48,639,266.7600098,231.4989929,1365,660,35.2603989,0.0376554,31252500,8,11,4,0.05,0.3,1.80757,1.910164595,1.9026999,1,1,1,2,1,3,0,0,0,2
651,652,652,669,664,663,225,54,651,298.0010071,266.7600098,38,-1,31.2406998,0.138848,607500,1,13,0.5,0.1,0.2,1.79932,1.913180113,1.89402,0,0,0,0,0,0,0,0,0,2
652,653,653,658,665,649,675,139,636,180.9660034,142.723999,37,-1,38.2420006,0.0566548,1552500,1,8,1,0.05,0.15,1.8437099,1.940743446,1.94074,0,0,0,0,0,0,0,0,0,2
653,654,654,631,666,626,2103.122292,123,613,988.651001,478.2179871,4,-1,510.4330139,0.242703,1372500,1,14,1,0.1,0.3,1.10501,1.163167238,1.16317,0,0,0,0,0,0,0,0,0,3
654,655,655,670,667,660,1174.264069,56,648,184.9519958,170.0420074,18629,674,14.9098997,0.0126972,419782016,43,12,4.5,0.05,0.35,1.9124399,2.013092518,2.0130899,0,0,0,0,0,0,0,0,0,2
655,656,656,629,628,667,3085.660172,151,655,408.4989929,184.9519958,48,-1,223.5480042,0.0724473,1687500,1,8,1,0.05,0.15,1.63135,1.802259207,1.7172101,0,0,0,0,0,0,0,0,0,2
656,657,657,671,668,661,799.2640687,56,678,410.5480042,239.3690033,13,-1,171.1779938,0.21417,630000,1,13,0.5,0.1,0.2,1.45985,1.536683559,1.53668,0,0,0,0,0,0,0,0,0,2
657,658,658,649,669,641,1174.264069,67,625,566.8400269,514.6790161,2251,671,52.1607018,0.0444199,51390000,7,12,4.5,0.05,0.35,1.50157,1.627533793,1.58059,0,0,0,0,0,0,0,0,0,3
658,659,659,644,670,638,1337.132034,113,622,933.2960205,495.7210083,40,-1,437.5750122,0.327249,1260000,1,14,1,0.1,0.3,1.14408,1.204292417,1.20429,0,0,0,0,0,0,0,0,0,3
